tf,target,mor,sign_decision,stat,contrib,n_regulons,n_other_regulons,selective,promiscuity_band,avg_expr,log2FoldChange,padj_gene,population
NFKB1,MDM2,1,PMID,1.86428577,1.86428577,68,67,FALSE,>25,5.15214206,0.170700941,0.176450354,Treg
NFKB1,CASP3,1,default activation,1.8118575,1.8118575,37,36,FALSE,>25,5.74010582,0.27249983,0.188919203,Treg
NFKB1,FGFR1,1,default activation,1.71911231,1.71911231,84,83,FALSE,>25,2.23717857,0.560089688,0.212195043,Treg
NFKB1,APOE,1,default activation,1.6535437100000001,1.6535437100000001,24,23,FALSE,<=25,-3.70599526,1.06998389,0.227617378,Treg
NFKB1,NOD2,1,PMID,1.64930337,1.64930337,4,3,FALSE,<=5,0.546166222,0.622856568,0.228886133,Treg
NFKB1,CDH1,1,PMID,1.59196071,1.59196071,132,131,FALSE,>25,-0.754823521,1.16683336,0.248504959,Treg
NFKB1,RELB,1,PMID,1.58785131,1.58785131,15,14,FALSE,<=25,2.89842278,0.616398301,0.254337437,Treg
NFKB1,TLR3,1,default activation,1.56380158,1.56380158,10,9,FALSE,<=10,-1.5015632,0.632496275,0.253715038,Treg
NFKB1,GSK3A,1,default activation,1.52653871,1.52653871,4,3,FALSE,<=5,2.45891607,0.237088605,0.265010657,Treg
NFKB1,CDK4,1,PMID,1.51165815,1.51165815,36,35,FALSE,>25,5.4662946,0.207157945,0.269688396,Treg
NFKB1,PPARA,1,default activation,1.47615833,1.47615833,31,30,FALSE,>25,2.05435935,0.272297077,0.280877458,Treg
NFKB1,CXCL9,1,PMID,1.41683349,1.41683349,14,13,FALSE,<=25,-3.87651212,1.5642327600000001,0.301649646,Treg
NFKB1,CYP27B1,1,default activation,1.38827033,1.38827033,11,10,FALSE,<=25,-1.29095267,0.966515863,0.31174278,Treg
NFKB1,CCND1,1,PMID,1.38472565,1.38472565,174,173,FALSE,>25,-1.97139472,0.802931539,0.31174278,Treg
NFKB1,TRADD,1,default activation,1.31743346,1.31743346,6,5,FALSE,<=10,6.30619616,0.238914868,0.340143819,Treg
NFKB1,E2F1,1,default activation,1.28760046,1.28760046,55,54,FALSE,>25,-0.456804845,1.08627327,0.353567745,Treg
NFKB1,MICA,1,default activation,1.26519158,1.26519158,10,9,FALSE,<=10,3.7227726,0.17855165,0.356117061,Treg
NFKB1,IL21,1,default activation,1.22011282,1.22011282,29,28,FALSE,>25,-0.427218245,0.93664932,0.378573733,Treg
NFKB1,PDGFB,1,PMID,1.18129618,1.18129618,28,27,FALSE,>25,0.322344447,0.300142263,0.389796813,Treg
NFKB1,LTB,1,default activation,1.17662535,1.17662535,13,12,FALSE,<=25,10.5296175,0.339883866,0.400265894,Treg
NFKB1,MAP3K8,1,default activation,1.17647011,1.17647011,6,5,FALSE,<=10,1.8508218,0.524023809,0.396428287,Treg
NFKB1,SIN3A,1,default activation,1.12916502,1.12916502,17,16,FALSE,<=25,5.22325923,0.0941231441,0.412130687,Treg
NFKB1,RIPK1,1,default activation,1.10962658,1.10962658,6,5,FALSE,<=10,4.175483,0.14836806,0.420447092,Treg
NFKB1,TNFRSF11A,1,default activation,1.08425071,1.08425071,31,30,FALSE,>25,0.320547485,0.27667154,0.431650666,Treg
NFKB1,TNFSF10,1,PMID,1.04095476,1.04095476,39,38,FALSE,>25,6.65963327,0.152972335,0.45152918,Treg
NFKB1,TNFAIP3,1,PMID,0.900616987,0.900616987,12,11,FALSE,<=25,6.90757103,0.140992163,0.518331572,Treg
NFKB1,BRCA2,1,PMID,0.880345711,0.880345711,19,18,FALSE,<=25,3.36253063,0.288898039,0.531011017,Treg
NFKB1,TNFRSF1A,1,default activation,0.825193278,0.825193278,14,13,FALSE,<=25,5.642758,0.0900963317,0.556626896,Treg
NFKB1,F8,1,default activation,0.821507924,0.821507924,5,4,FALSE,<=5,1.46742482,0.230237295,0.558753379,Treg
NFKB1,RRM2B,1,default activation,0.762367697,0.762367697,8,7,FALSE,<=10,2.92726637,0.0954782441,0.589361911,Treg
NFKB1,ABCG2,1,PMID,0.729627899,0.729627899,23,22,FALSE,<=25,-0.870944454,0.305622828,0.606216524,Treg
NFKB1,SOD2,1,PMID,0.700478303,0.700478303,40,39,FALSE,>25,6.43491959,0.0763426201,0.62152891,Treg
NFKB1,CTCF,-1,PMID,-0.667675594,0.667675594,9,8,FALSE,<=10,4.73174535,-0.0717556856,0.638996062,Treg
NFKB1,CD3E,1,default activation,0.613730563,0.613730563,12,11,FALSE,<=25,10.3641566,0.0548940702,0.667222486,Treg
NFKB1,HAX1,1,default activation,0.575063275,0.575063275,2,1,FALSE,<=2,6.71294049,0.0502534042,0.688055486,Treg
NFKB1,LIPE,1,PMID,0.55903093,0.55903093,11,10,FALSE,<=25,2.74008372,0.0793933471,0.697077258,Treg
NFKB1,MCAT,1,default activation,0.55399164,0.55399164,15,14,FALSE,<=25,2.81955702,0.156525651,0.700579266,Treg
NFKB1,CSNK2A1,1,PMID,0.532854475,0.532854475,10,9,FALSE,<=10,5.27760972,0.0529918359,0.711567166,Treg
NFKB1,IL17A,1,PMID,0.521723677,0.521723677,53,52,FALSE,>25,-2.29098542,0.502095738,0.718671357,Treg
NFKB1,PDCD4,-1,PMID,-0.444326332,0.444326332,10,9,FALSE,<=10,6.81357689,-0.0529941018,0.76042108,Treg
NFKB1,PSMB10,1,default activation,0.398342407,0.398342407,3,2,FALSE,<=5,8.08022234,0.035951523,0.786315476,Treg
NFKB1,CARM1,1,default activation,0.375634104,0.375634104,23,22,FALSE,<=25,1.85747164,0.0952959675,0.798722827,Treg
NFKB1,POU2F2,1,default activation,0.367647466,0.367647466,4,3,FALSE,<=5,6.67104154,0.0441957346,0.803031046,Treg
NFKB1,FCGR1A,1,default activation,0.285073674,0.285073674,13,12,FALSE,<=25,-3.62393142,0.200294374,0.85027084,Treg
NFKB1,TRAF5,1,default activation,0.28237498,0.28237498,2,1,FALSE,<=2,5.88162012,0.0250364669,0.851572153,Treg
NFKB1,SP1,1,default activation,0.274958122,0.274958122,60,59,FALSE,>25,4.41440321,0.0289583822,0.854949203,Treg
NFKB1,RELA,1,default activation,0.273690458,0.273690458,44,43,FALSE,>25,5.78498822,0.0244665354,0.855674336,Treg
NFKB1,PPIG,1,default activation,0.253198009,0.253198009,15,14,FALSE,<=25,7.24649605,0.0190998838,0.86803085,Treg
NFKB1,HES1,1,default activation,0.222687356,0.222687356,54,53,FALSE,>25,-1.85670894,0.193634125,0.883872229,Treg
NFKB1,CD86,1,PMID,0.209169669,0.209169669,19,18,FALSE,<=25,0.187545474,0.190741038,0.891910132,Treg
NFKB1,MCL1,1,default activation,0.168763549,0.168763549,37,36,FALSE,>25,7.8549984,0.0208680207,0.912908185,Treg
NFKB1,TGFB1,-1,PMID,-0.0617829236,0.0617829236,77,76,FALSE,>25,6.27984427,-0.0106706773,0.9684902,Treg
NFKB1,GSTP1,1,PMID,-0.0216223978,-0.0216223978,39,38,FALSE,>25,6.97100664,-0.00314602647,0.988529027,Treg
NFKB1,CCNB1,1,PMID,-0.0474601783,-0.0474601783,40,39,FALSE,>25,3.27902963,-0.0382390409,0.976036442,Treg
NFKB1,IGF1,-1,PMID,0.0650668314,-0.0650668314,72,71,FALSE,>25,-3.77605162,0.0669620629,0.966411662,Treg
NFKB1,IRF4,1,PMID,-0.0651085556,-0.0651085556,16,15,FALSE,<=25,3.82559722,-0.0113498159,0.966411662,Treg
NFKB1,FBP1,1,PMID,-0.095292021,-0.095292021,13,12,FALSE,<=25,-0.299805764,-0.051556221,0.951026763,Treg
NFKB1,ALOX5,-1,PMID,0.213299104,-0.213299104,16,15,FALSE,<=25,-2.73428924,0.19624469,0.888560417,Treg
NFKB1,XIAP,1,PMID,-0.217840788,-0.217840788,16,15,FALSE,<=25,4.96041207,-0.021130032,0.886071775,Treg
NFKB1,IL4,1,PMID,-0.268569102,-0.268569102,81,80,FALSE,>25,-2.66121077,-0.12269865,0.858923304,Treg
NFKB1,BIRC5,1,PMID,-0.321950755,-0.321950755,57,56,FALSE,>25,3.37073402,-0.360015521,0.83184163,Treg
NFKB1,EP300,1,default activation,-0.338948755,-0.338948755,31,30,FALSE,>25,5.22581855,-0.0326406959,0.819665576,Treg
NFKB1,CD69,1,default activation,-0.349447509,-0.349447509,11,10,FALSE,<=25,6.22736904,-0.0750474715,0.814726385,Treg
NFKB1,BAX,-1,PMID,0.401128631,-0.401128631,63,62,FALSE,>25,6.55427628,0.0326983478,0.784830736,Treg
NFKB1,CD28,1,default activation,-0.410357114,-0.410357114,18,17,FALSE,<=25,7.4721627,-0.0508406441,0.779511753,Treg
NFKB1,TAP2,1,default activation,-0.41221917,-0.41221917,5,4,FALSE,<=5,-1.83375532,-0.245279864,0.778460208,Treg
NFKB1,STAT5A,1,default activation,-0.461129912,-0.461129912,22,21,FALSE,<=25,4.94154542,-0.0714920733,0.750715781,Treg
NFKB1,PCYT2,1,default activation,-0.464900516,-0.464900516,9,8,FALSE,<=10,2.74931677,-0.0812814846,0.748612274,Treg
NFKB1,CEBPA,1,PMID,-0.47690603,-0.47690603,56,55,FALSE,>25,-0.350380422,-0.155919729,0.741799165,Treg
NFKB1,A2M,1,default activation,-0.488716675,-0.488716675,14,13,FALSE,<=25,-2.17608225,-0.39437201,0.735278517,Treg
NFKB1,AKT2,-1,PMID,0.501486299,-0.501486299,15,14,FALSE,<=25,5.12396911,0.0538494033,0.727722501,Treg
NFKB1,IL23A,1,PMID,-0.511526473,-0.511526473,22,21,FALSE,<=25,3.49107278,-0.0845428919,0.722909852,Treg
NFKB1,IRF8,1,PMID,-0.512140809,-0.512140809,16,15,FALSE,<=25,-0.733800602,-0.456178248,0.724057935,Treg
NFKB1,AKR1B1,1,PMID,-0.625819287,-0.625819287,10,9,FALSE,<=10,5.83571844,-0.0790703406,0.661142058,Treg
NFKB1,BIRC3,1,PMID,-0.631968607,-0.631968607,26,25,FALSE,>25,7.62855128,-0.12319938,0.660023827,Treg
NFKB1,IRF1,1,PMID,-0.662355725,-0.662355725,22,21,FALSE,<=25,7.76251581,-0.0948684332,0.642335265,Treg
NFKB1,NLRP2,1,PMID,-0.669471518,-0.669471518,6,5,FALSE,<=10,1.71439222,-0.169739763,0.638000465,Treg
NFKB1,PTGER4,1,default activation,-0.802268729,-0.802268729,11,10,FALSE,<=25,4.54249036,-0.108815523,0.568647741,Treg
NFKB1,MUC6,1,default activation,-0.904019815,-0.904019815,9,8,FALSE,<=10,-1.8454086,-0.425967496,0.515744311,Treg
NFKB1,JUNB,1,PMID,-0.943041845,-0.943041845,22,21,FALSE,<=25,8.33710404,-0.140870071,0.497522618,Treg
NFKB1,NOLC1,1,PMID,-0.987987842,-0.987987842,4,3,FALSE,<=5,5.30847953,-0.0944964473,0.474818031,Treg
NFKB1,KDM2A,1,default activation,-1.05764994,-1.05764994,4,3,FALSE,<=5,5.93856619,-0.121615579,0.442832312,Treg
NFKB1,CARD8,1,default activation,-1.08158776,-1.08158776,3,2,FALSE,<=5,6.24006534,-0.108774474,0.432808508,Treg
NFKB1,TNFRSF10B,1,PMID,-1.13269835,-1.13269835,24,23,FALSE,<=25,2.15630806,-0.320139872,0.410665632,Treg
NFKB1,TLR2,1,PMID,-1.17322616,-1.17322616,17,16,FALSE,<=25,-1.54637364,-0.644157831,0.393320729,Treg
NFKB1,GCLC,1,default activation,-1.22742604,-1.22742604,26,25,FALSE,>25,2.12574354,-0.272283287,0.371157926,Treg
NFKB1,BAG1,1,default activation,-1.30154993,-1.30154993,8,7,FALSE,<=10,4.78583705,-0.274119868,0.346010848,Treg
NFKB1,EHMT1,1,default activation,-1.38467067,-1.38467067,2,1,FALSE,<=2,5.61026557,-0.126364372,0.31174278,Treg
NFKB1,MBTPS2,1,default activation,-1.43256302,-1.43256302,2,1,FALSE,<=2,2.7193862,-0.210944421,0.295422016,Treg
NFKB1,CD40,1,PMID,-1.46504381,-1.46504381,34,33,FALSE,>25,1.68188282,-0.471270371,0.285330279,Treg
NFKB1,DUSP1,1,default activation,-1.53893739,-1.53893739,29,28,FALSE,>25,5.7908367,-0.72820879,0.281214145,Treg
NFKB1,ERAP1,1,default activation,-1.57805589,-1.57805589,4,3,FALSE,<=5,5.148437,-0.151122663,0.249295955,Treg
NFKB1,YY1,1,default activation,-1.5977325,-1.5977325,19,18,FALSE,<=25,5.87365475,-0.178711507,0.243526333,Treg
NFKB1,BLK,1,PMID,-1.60242496,-1.60242496,10,9,FALSE,<=10,0.598784193,-0.510402301,0.242211659,Treg
NFKB1,MAT2A,1,PMID,-1.64224645,-1.64224645,21,20,FALSE,<=25,6.19679577,-0.160187391,0.231035537,Treg
NFKB1,BCL2,1,PMID,-1.6427138,-1.6427138,135,134,FALSE,>25,5.56774617,-0.30662614,0.23543661,Treg
NFKB1,CD83,1,PMID,-1.76768212,-1.76768212,7,6,FALSE,<=10,3.15794151,-0.239448784,0.19789283,Treg
NFKB1,GATA3,1,PMID,-1.81179497,-1.81179497,33,32,FALSE,>25,7.39890118,-0.234710149,0.187887064,Treg
NFKB1,TBP,1,default activation,-1.839319,-1.839319,21,20,FALSE,<=25,4.86714592,-0.190984649,0.181858562,Treg
NFKB1,PTEN,1,PMID,-1.88516142,-1.88516142,52,51,FALSE,>25,4.24995633,-0.183205612,0.172005195,Treg
NFKB1,HLA-E,1,default activation,-2.01609759,-2.01609759,52,51,FALSE,>25,10.6029794,-0.25360852,0.146222156,Treg
NFKB1,TNFRSF13C,1,PMID,-2.0417873,-2.0417873,4,3,FALSE,<=5,-2.86501096,-1.56478042,0.141664219,Treg
NFKB1,CRHR1,1,PMID,-2.05391088,-2.05391088,6,5,FALSE,<=10,3.61700045,-0.231231529,0.139634519,Treg
NFKB1,AGER,1,PMID,-2.08318367,-2.08318367,11,10,FALSE,<=25,2.47638678,-0.407092357,0.134635387,Treg
NFKB1,PTAFR,1,PMID,-2.0890871,-2.0890871,5,4,FALSE,<=5,-1.85927299,-1.3846512,0.133735115,Treg
NFKB1,GBP1,1,PMID,-2.09299751,-2.09299751,7,6,FALSE,<=10,6.97951452,-0.426063916,0.140028121,Treg
NFKB1,TNFRSF10A,1,default activation,-2.12777706,-2.12777706,8,7,FALSE,<=10,5.23085908,-0.455016396,0.134164026,Treg
NFKB1,RYK,1,default activation,-2.17999592,-2.17999592,6,5,FALSE,<=10,1.733039,-0.500402435,0.119377083,Treg
NFKB1,RIPK2,1,PMID,-2.25311801,-2.25311801,3,2,FALSE,<=5,3.01810454,-0.536494938,0.109745422,Treg
NFKB1,DNMT1,1,PMID,-2.28498566,-2.28498566,23,22,FALSE,<=25,6.76374037,-0.296277314,0.104268826,Treg
NFKB1,LTC4S,-1,PMID,2.3176836,-2.3176836,5,4,FALSE,<=5,0.261478064,1.16101684,0.101637528,Treg
NFKB1,HDAC1,1,default activation,-2.36192763,-2.36192763,12,11,FALSE,<=25,6.96163216,-0.242632784,0.0946287578,Treg
NFKB1,NFKB1,1,default activation,-2.37102113,-2.37102113,44,43,FALSE,>25,4.14914843,-0.255054302,0.0936692122,Treg
NFKB1,BST1,1,default activation,-2.47329863,-2.47329863,1,0,TRUE,<=1,-2.90781045,-2.13757793,0.0826047119,Treg
NFKB1,TRPC1,1,default activation,-2.55648168,-2.55648168,4,3,FALSE,<=5,-1.96703014,-1.59275916,0.0740905519,Treg
NFKB1,NFKBIZ,1,default activation,-2.58958631,-2.58958631,5,4,FALSE,<=5,5.83990572,-0.42562745,0.0734252316,Treg
NFKB1,CD38,1,default activation,-2.60977713,-2.60977713,11,10,FALSE,<=25,3.24577635,-2.48290953,0.0918236959,Treg
NFKB1,MBTPS1,1,default activation,-2.62437561,-2.62437561,2,1,FALSE,<=2,5.18526802,-0.304139491,0.0680862945,Treg
NFKB1,CCR3,1,PMID,-2.76002736,-2.76002736,3,2,FALSE,<=5,4.07122809,-0.796848652,0.0652268752,Treg
NFKB1,PTGDS,1,PMID,-2.81553666,-2.81553666,15,14,FALSE,<=25,-2.82138113,-1.70906688,0.0534528546,Treg
NFKB1,BTG2,1,default activation,-2.87514285,-2.87514285,14,13,FALSE,<=25,6.48990539,-0.360301436,0.0495843527,Treg
NFKB1,MADCAM1,1,default activation,-2.90921119,-2.90921119,4,3,FALSE,<=5,0.454842237,-0.737535515,0.0476704759,Treg
NFKB1,AKT1,-1,PMID,3.14246534,-3.14246534,72,71,FALSE,>25,3.42307755,0.376067148,0.0356379485,Treg
NFKB1,CREBBP,1,default activation,-3.22572387,-3.22572387,91,90,FALSE,>25,5.03617235,-0.294514576,0.0322324262,Treg
NFKB1,IL12A,1,PMID,-3.44161015,-3.44161015,24,23,FALSE,<=25,-0.0161751693,-1.141567,0.0249168593,Treg
NFKB1,PDE7A,1,default activation,-3.48573554,-3.48573554,2,1,FALSE,<=2,4.29556848,-0.563019797,0.0235915364,Treg
NFKB1,DDIT3,-1,PMID,3.5374505,-3.5374505,36,35,FALSE,>25,3.77813294,0.494933899,0.022208137700000002,Treg
NFKB1,FLT4,1,PMID,-3.57021604,-3.57021604,12,11,FALSE,<=25,-2.92557229,-3.15340767,0.0213036023,Treg
NFKB1,NRF1,1,default activation,-3.57129623,-3.57129623,15,14,FALSE,<=25,4.05802345,-0.389976652,0.0212719395,Treg
NFKB1,RB1,1,default activation,-3.64642309,-3.64642309,73,72,FALSE,>25,5.04500106,-0.380402565,0.0194881689,Treg
NFKB1,SELP,1,default activation,-3.66446033,-3.66446033,9,8,FALSE,<=10,2.56267018,-0.561580346,0.0191103122,Treg
NFKB1,ABCA1,-1,PMID,3.66682622,-3.66682622,42,41,FALSE,>25,1.54897682,0.79481928,0.0190777739,Treg
NFKB1,SAMHD1,1,default activation,-3.69315873,-3.69315873,15,14,FALSE,<=25,8.89613596,-0.390174098,0.0184543358,Treg
NFKB1,GSK3B,1,default activation,-3.88077024,-3.88077024,32,31,FALSE,>25,5.25160085,-0.370614174,0.0150646773,Treg
NFKB1,HDAC7,1,default activation,-4.02349893,-4.02349893,7,6,FALSE,<=10,6.07297902,-0.306831262,0.0128305166,Treg
NFKB1,EGR1,-1,PMID,4.03699497,-4.03699497,53,52,FALSE,>25,0.0727576905,2.00045179,0.0128288561,Treg
NFKB1,CD3G,1,PMID,-4.15813442,-4.15813442,3,2,FALSE,<=5,8.66326559,-0.307558582,0.011009971,Treg
NFKB1,FOXO3,1,default activation,-4.32361596,-4.32361596,22,21,FALSE,<=25,3.87039848,-0.706123372,0.00916068094,Treg
NFKB1,ERAP2,1,default activation,-4.36044521,-4.36044521,5,4,FALSE,<=5,5.98706805,-0.408349439,0.00882945295,Treg
NFKB1,BIRC2,1,PMID,-4.60236893,-4.60236893,7,6,FALSE,<=10,5.60510326,-0.35186075,0.00677538721,Treg
NFKB1,IL1A,-1,PMID,4.70164758,-4.70164758,24,23,FALSE,<=25,-2.28424429,4.00582434,0.00610711541,Treg
NFKB1,CCR7,1,PMID,-4.98514319,-4.98514319,14,13,FALSE,<=25,6.77232649,-1.57977659,0.00917073129,Treg
NFKB1,HLA-A,-1,PMID,5.04989821,-5.04989821,17,16,FALSE,<=25,12.6160521,0.579435232,0.00433937603,Treg
NFKB1,SLC25A27,1,PMID,-5.0857286,-5.0857286,3,2,FALSE,<=5,-2.21168057,-2.73165685,0.00417431576,Treg
NFKB1,BCL2A1,1,PMID,-5.19531445,-5.19531445,11,10,FALSE,<=25,2.55352133,-1.40990607,0.00391267435,Treg
NFKB1,CXCR5,1,PMID,-5.50793387,-5.50793387,7,6,FALSE,<=10,1.18689744,-2.18638311,0.00304886571,Treg
NFKB1,TP53,1,PMID,-6.09927181,-6.09927181,141,140,FALSE,>25,4.11033174,-0.789183385,0.0017105871,Treg
NFKB1,RPS3,1,default activation,-6.3721446,-6.3721446,2,1,FALSE,<=2,11.8315956,-0.7273789,0.00136344665,Treg
NFKB1,NR4A2,1,default activation,-6.74024256,-6.74024256,13,12,FALSE,<=25,2.890481,-1.25436809,0.00104537202,Treg
NFKB1,CD4,-1,PMID,7.11784096,-7.11784096,38,37,FALSE,>25,7.52440501,0.784412351,7.85387966e-4,Treg
NFKB1,FCGRT,1,default activation,-7.52646209,-7.52646209,12,11,FALSE,<=25,3.47770823,-1.14466315,5.93277295e-4,Treg
NFKB1,TNFSF13B,1,PMID,-7.80922177,-7.80922177,18,17,FALSE,<=25,3.64212828,-1.0609093,4.9592377e-4,Treg
NFKB1,MYC,1,PMID,-7.96356669,-7.96356669,155,154,FALSE,>25,6.10250231,-1.60959373,7.5296635e-4,Treg
NFKB1,S1PR1,1,default activation,-8.34544509,-8.34544509,14,13,FALSE,<=25,6.72316695,-1.30845113,4.4034905e-4,Treg
NFKB1,TIMP1,-1,PMID,10.2494627,-10.2494627,38,37,FALSE,>25,7.40901251,3.10012792,4.19763689e-4,Treg
NFKB1,PTPN6,1,default activation,-12.7177182,-12.7177182,24,23,FALSE,<=25,6.95635809,-0.945841608,4.15857026e-5,Treg
NFKB1,CDKN1A,-1,PMID,20.8389346,-20.8389346,254,253,FALSE,>25,3.2390783,4.50522407,6.63129672e-6,Treg
